record_id	PMID	protein_name	gene_symbol	assay_target_ID	proteomic_platform	disease	disease_subtype	evidence_tier	inclusion_status	exclusion_reason	high_complexity_locus	mapping_confidence	PP_H4	replication_status	source_table_file	source_sheet	source_row	manual_verification_status	notes
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	162	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID39408566	39408566	C5	C5	SeqId_2851_63	deCODE SomaScan	AMD	any_AMD	Tier2	literature_source_universe_tier2	not_cis_only;no_strong_colocalization_or_independent_replication	false	high	NA	not_reported	data_processed\literature_supplements_extracted\PMID39408566\ijms-25-10236-s001\ijms-3215465-supplementary.xlsx	S4_plasma_MR-IVW	15	full_text_and_source_table_verified	AMD plasma MR row passing study FDR; colocalization joined by SeqId assay target.
PMID38903171	38903171	CFD	CFD	ENSG00000197766	UKB-PPP_Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.643430507586725	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 6	1041	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID38903171	38903171	COL10A1	COL10A1	ENSG00000123500	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.6736132	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 2	670	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	COL10A1	COL10A1	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	395	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	CSK	CSK	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	217	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	DPEP2	DPEP2	gene-level label only	UKB-PPP Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 2	666	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID39408566	39408566	IGFBP7	IGFBP7	SeqId_3320_49	deCODE SomaScan	AMD	any_AMD	Tier2	literature_source_universe_tier2	not_cis_only;no_strong_colocalization_or_independent_replication	false	high	0.753678594553602	not_reported	data_processed\literature_supplements_extracted\PMID39408566\ijms-25-10236-s001\ijms-3215465-supplementary.xlsx	S4_plasma_MR-IVW	16	full_text_and_source_table_verified	AMD plasma MR row passing study FDR; colocalization joined by SeqId assay target.
PMID40327005	40327005	IL20RB	IL20RB	gene-level label only	UKB-PPP Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 2	468	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	LBP	LBP	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	1392	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	LTA	LTA	ENSG00000226979	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.070775885	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 2	615	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	LTA	LTA	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	205	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	MPIG6B	MPIG6B	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	141	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID39408566	39408566	NEK7	NEK7	SeqId_12703_6	deCODE SomaScan	AMD	any_AMD	Tier2	literature_source_universe_tier2	not_cis_only;no_strong_colocalization_or_independent_replication	false	high	NA	not_reported	data_processed\literature_supplements_extracted\PMID39408566\ijms-25-10236-s001\ijms-3215465-supplementary.xlsx	S4_plasma_MR-IVW	12	full_text_and_source_table_verified	AMD plasma MR row passing study FDR; colocalization joined by SeqId assay target.
PMID38903171	38903171	PAXX	PAXX	ENSG00000148362	UKB-PPP_Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.0123068601230782	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 6	866	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID38903171	38903171	PILRA	PILRA	ENSG00000085514	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.013100611	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 2	740	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID38903171	38903171	PILRA	PILRA	ENSG00000085514	UKB-PPP_Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.57454957086202	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 6	1287	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID39408566	39408566	PILRA	PILRA	SeqId_10816_150	deCODE SomaScan	AMD	any_AMD	Tier2	literature_source_universe_tier2	not_cis_only	false	high	0.866016929948079	not_reported	data_processed\literature_supplements_extracted\PMID39408566\ijms-25-10236-s001\ijms-3215465-supplementary.xlsx	S4_plasma_MR-IVW	11	full_text_and_source_table_verified	AMD plasma MR row passing study FDR; colocalization joined by SeqId assay target.
PMID39408566	39408566	PILRA	PILRA	SeqId_6402_8	deCODE SomaScan	AMD	any_AMD	Tier2	literature_source_universe_tier2	not_cis_only;no_strong_colocalization_or_independent_replication	false	high	NA	not_reported	data_processed\literature_supplements_extracted\PMID39408566\ijms-25-10236-s001\ijms-3215465-supplementary.xlsx	S4_plasma_MR-IVW	18	full_text_and_source_table_verified	AMD plasma MR row passing study FDR; colocalization joined by SeqId assay target.
PMID40327005	40327005	PTPN9	PTPN9	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	884	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	RPS10	RPS10	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	534	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	SFTA2	SFTA2	ENSG00000196260	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	1.59e-10	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 2	612	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	TGFB1	TGFB1	gene-level label only	UKB-PPP Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 2	1551	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	TNFSF14	TNFSF14	ENSG00000125735	UKB-PPP_Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	5.82182155899548e-28	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 6	1496	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	TNFSF14	TNFSF14	gene-level label only	UKB-PPP Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 2	82	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID39408566	39408566	TPST1	TPST1	SeqId_7928_183	deCODE SomaScan	AMD	any_AMD	Tier2	literature_source_universe_tier2	not_cis_only;no_strong_colocalization_or_independent_replication	false	high	NA	not_reported	data_processed\literature_supplements_extracted\PMID39408566\ijms-25-10236-s001\ijms-3215465-supplementary.xlsx	S4_plasma_MR-IVW	19	full_text_and_source_table_verified	AMD plasma MR row passing study FDR; colocalization joined by SeqId assay target.
PMID40327005	40327005	VTCN1	VTCN1	gene-level label only	UKB-PPP Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 2	311	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	WARS1	WARS1	ENSG00000140105	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 2	1245	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID38903171	38903171	WARS1	WARS1	ENSG00000140105	UKB-PPP_Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 6	1428	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID39408566	39408566	WARS1	WARS1	SeqId_9870_17	deCODE SomaScan	AMD	any_AMD	Tier2	literature_source_universe_tier2	not_cis_only	false	high	0.936095639892469	not_reported	data_processed\literature_supplements_extracted\PMID39408566\ijms-25-10236-s001\ijms-3215465-supplementary.xlsx	S4_plasma_MR-IVW	20	full_text_and_source_table_verified	AMD plasma MR row passing study FDR; colocalization joined by SeqId assay target.
PMID40327005	40327005	WARS1	WARS1	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	1260	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	WARS1	WARS1	gene-level label only	UKB-PPP Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 2	521	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	ACADSB	ACADSB	ENSG00000196177	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	3.12497833457991e-32	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 3	973	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID38903171	38903171	ACADSB	ACADSB	ENSG00000196177	UKB-PPP_Olink	AMD	dry_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	5.62e-161	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 7	308	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID41064534	41064534	ANXA2	ANXA2	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence	false	moderate	not_reported	independent_outcome_replication_corrected_same_direction	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	3	full_text_and_source_table_verified	Replication beta=-0.073808522; replication FDR=0.000225333348712605. Table title alone was not treated as proof of replication.
PMID41064534	41064534	APOE	APOE	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	protein_outcome_evidence_excluded_from_APOE_mediation	APOE_protein_default_exclusion_due_to_cis_circularity	true	moderate	not_reported	independent_outcome_replication_corrected_same_direction	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	4	full_text_and_source_table_verified	Replication beta=0.0741234421389844; replication FDR=1.08308192997639e-06. Table title alone was not treated as proof of replication.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	108	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	124	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	135	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	145	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	UKB-PPP Olink	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 6	83	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID41064534	41064534	C3	C3	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	literature_source_universe_tier2	not_multiple_testing_corrected;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	replication_not_corrected_or_direction_inconsistent	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	5	full_text_and_source_table_verified	Replication beta=-0.166958202; replication FDR=0.987599866048273. Table title alone was not treated as proof of replication.
PMID40327005	40327005	CD300LG	CD300LG	gene-level label only	UKB-PPP Olink	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 6	1236	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID41064534	41064534	CFHR2	CFHR2	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;high_complexity_locus_requires_downgrade	true	moderate	not_reported	independent_outcome_replication_corrected_same_direction	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	6	full_text_and_source_table_verified	Replication beta=0.1927351873129; replication FDR=8.25950006899172e-10. Table title alone was not treated as proof of replication.
PMID38903171	38903171	COL10A1	COL10A1	ENSG00000123500	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.236271298602639	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 3	670	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	COL10A1	COL10A1	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	191	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	DPEP2	DPEP2	ENSG00000167261	UKB-PPP_Olink	AMD	dry_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.007678821	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 7	1900	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	DPEP2	DPEP2	gene-level label only	UKB-PPP Olink	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 6	1450	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID41064534	41064534	ECM1	ECM1	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence	false	moderate	not_reported	independent_outcome_replication_corrected_same_direction	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	7	full_text_and_source_table_verified	Replication beta=0.0755628666862163; replication FDR=0.00215815299854033. Table title alone was not treated as proof of replication.
PMID41064534	41064534	F13B	F13B	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence	false	moderate	not_reported	independent_outcome_replication_corrected_same_direction	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	8	full_text_and_source_table_verified	Replication beta=0.332488048208614; replication FDR=0.000438856734074985. Table title alone was not treated as proof of replication.
PMID38903171	38903171	HSPA1L	HSPA1L	ENSG00000204390	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	4.9459036375643e-20	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 3	621	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	HSPA1L	HSPA1L	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	79	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	IL20RB	IL20RB	gene-level label only	UKB-PPP Olink	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 6	376	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	LTA	LTA	ENSG00000226979	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.0707694646901922	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 3	615	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	LTA	LTA	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	284	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID41064534	41064534	MASP1	MASP1	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	literature_source_universe_tier2	not_multiple_testing_corrected;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	replication_not_corrected_or_direction_inconsistent	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	9	full_text_and_source_table_verified	Replication beta=0.265430595812561; replication FDR=0.0729891356998783. Table title alone was not treated as proof of replication.
PMID40327005	40327005	MSLN	MSLN	gene-level label only	UKB-PPP Olink	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 6	1653	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	NME2	NME2	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	81	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	PAXX	PAXX	ENSG00000148362	UKB-PPP_Olink	AMD	dry_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.023297934	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 7	866	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID41064534	41064534	PILRA	PILRA	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence	false	moderate	not_reported	independent_outcome_replication_corrected_same_direction	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	10	full_text_and_source_table_verified	Replication beta=0.0872907987478197; replication FDR=8.25950006899172e-10. Table title alone was not treated as proof of replication.
PMID41064534	41064534	PILRB	PILRB	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence	false	moderate	not_reported	independent_outcome_replication_corrected_same_direction	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	11	full_text_and_source_table_verified	Replication beta=0.0509366323951806; replication FDR=0.000962352175999419. Table title alone was not treated as proof of replication.
PMID40327005	40327005	RPS10	RPS10	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	889	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	SFTA2	SFTA2	ENSG00000196260	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	3.83333623524257e-09	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 3	612	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
